report_id,reported_at,resolved_at,issue_type,severity,lat,lon,street_name,channel,estimated_impact_cost,district_hint
MR219750,06/08/2024 20:13:00,2024-08-23T13:56:39Z,unsafe crossing,3,37.754035908327246,-122.473995244204,Cedar Rd,phone,557.72,D06
MR219751,2024-06-03T06:45:58Z,06/11/2024,Blocked Lane,4,37.75640020429981,-122.492222884515,Elm St,app,857.76,D06
MR219752,2024-11-11T08:36:23Z,2024-11-22T14:02:22Z,unsafe crossing,4,37.767168454500414,-122.495480064002,Union Blvd,email,1571.48,D06
MR219753,17-10-2024 16:17,,blocked lane,5,37.74706328304901,-122.38724902679,Hillcrest Ave,app,1878.49,D08
MR219754,2024-07-19T06:49:49Z,,broken traffic light,2,37.803794,-122.45242,River Rd,web,1747.75,D09
MR219755,01/03/2024 05:16:55,"Jan 07, 2024 11:05PM",bus stop damage,2,37.69233576035875,-122.513974225092,Maple Dr,app,606.17,D11
MR219756,19-03-2024 06:16,2024-03-23T14:10:21Z,blocked lane,4,37.69995994975579,-122.545484947577,Elm St,web,5208.37,D01
MR219757,08/03/2024 15:30:04,2024-08-07T23:45:36Z,pothole near crossing,,37.82807,-122.411441,Broadway,web,697.91,D12
MR219758,2025-06-25T14:18:49Z,"Jun 29, 2025 07:05AM",blocked lane,4,37.816042832710465,-122.432187644669,Broadway,web,718 USD,D11
MR219759,2025-08-23T20:45:04Z,,bus stop damage,2,37.689,,Pine Ave,app,436.97,D06
MR219760,2024-08-23T03:39:57Z,2024-08-26T20:42:42Z,blocked lane,5,37.82382976021587,-122.489680553032,Union Blvd,app,2192.18,D10
MR219761,2025-10-31T12:42:12Z,11/08/2025 18:32:55,blocked lane,3,37.71869249373476,-122.361095026442,Maple Dr,app,2966.68,D04
MR219762,2025-06-27T17:48:38Z,2025-06-30T16:45:17Z,missing sign,1,37.78381773607174,-122.373925116833,Elm St,app,204.45,D08
MR219763,2024-10-25T08:07:30Z,2024-10-28T08:10:00Z,unsafe crossing,4,37.69786226216168,-122.35373647765,Harbor Ave,app,698.13,D04
MR219764,"Apr 12, 2025 11:53PM",04/18/2025,broken traffic light,1,37.694930572736695,-122.475534495508,Elm St,email,2038.15,
MR219765,10/17/2024 23:20:00,,blocked lane,3,37.805448175417624,-122.485314696025,Pine Ave,web,2041.94,D10
MR219766,2025-12-06T20:16:28Z,12/13/2025 09:47:14,sidewalk obstruction,3,37.810002065302314,-122.406475612386,,email,210.49,D11
MR219767,2024-09-29T07:12:45Z,"Oct 03, 2024 04:41AM",missing sign,4,37.788052245141124,-122.450416644766,Transit Way,email,209.05,D11
MR219768,2025-02-07T21:14:40Z,02/18/2025 10:55:00,pothole near crossing,4,37.7728990477919,-122.47402121858,Transit Way,phone,838.29,D06
MR219769,2025-10-28T16:26:19Z,,broken traffic light,5,37.70442596896479,-122.372512085213,River Rd,phone,1673.24,D11
MR219770,2024-10-30T13:08:42Z,11/08/2024 02:05:01,Pothole Near Crossing,2,37.71312905940094,-122.381539702187,,app,957.03,D04
MR219771,20-12-2025 20:36,2026-01-20T19:15:38Z,blocked lane,3,37.806386,-122.403,,phone,2010.75,D11
MR219772,10/04/2024 14:20:00,24-04-2024 06:20,bus stop damage,2,37.68844545740325,-122.369788725728,Market St,email,803.32,D04
MR219773,2025-01-22T10:55:44Z,01/25/2025 15:35:00,missng sign,4,37.774504840981535,,Grant St,app,430.41,D07
MR219774,11/21/2024,11/26/2024 23:25:00,blocked lane,3,37.8022504409876,-122.450535296819,Hillcrest Ave,app,2086.37,D10
MR219775,26-07-2024 05:53,08/02/2024,missing sign,,38.424493553745066,-122.013278491707,Broadway,app,~298,D11
MR219776,2025-08-02T21:30:59Z,02/09/2025 14:09:00,BUS STOP DAMAGE,3,37.76252288763234,-122.549368811859,Hillcrest Ave,app,1087.45,D05
MR219777,04/13/2024 00:13:00,23-04-2024 23:41,sidewalk obstruction,4,37.75662342891291,-122.475597252088,Harbor Ave,web,242.99,D06
MR219778,03/25/2024,,blocked lane,5,37.707075,-122.4139,,web,1837.03,D03
MR219779,09/14/2024 11:18:18,2024-09-18T10:38:48Z,pothole near crossing,2,37.74183333448138,-122.368214642858,River Rd,web,330.36,D08
MR219780,07/18/2024 01:45:55,2024-07-29T08:14:34Z,missing signage,2,37.701892403145074,-122.348964442743,,app,314.7,D04
MR219781,2024-04-18T05:35:02Z,,Broken Traffic Light,4,37.81289841671304,-122.516869464852,Transit Way,app,2008.95,D09
MR219782,30-09-2024 10:09,04/10/2024 14:38:00,blocked lane,5,37.81617,-122.37508,Broadway,app,"~1,305",D12
MR219783,16-05-2025 15:57,05/25/2025,blocked lane,3,37.74911015838293,-122.386989294668,Harbor Ave,App,2860.28,D08
MR219784,"Jul 06, 2024 12:42AM",,pothole near crossing,3,37.76299479999265,-122.421079192097,Harbor Ave,web,709.23,D07
MR219785,2024-05-31T03:23:09Z,2024-06-08T16:11:11Z,pothole near crossing,5,37.8221,-122.3729,Union Blvd,app,414.54,
MR219786,06/17/2024 08:42:00,,missing sign,2,37.69558402201201,-122.387569275212,Harbor Ave,app,248.14,D04
MR219787,02/16/2024,02/17/2024,missing sign,4,37.726337666417635,-122.374770106366,Elm St,web,USD 242.07,D04
MR219788,30-12-2024 01:07,,blocked lane,5,37.710129269296836,,Grant St,email ,998.78,D09
MR219789,2025-08-12T21:54:32Z,08/25/2025 04:03:40,unsafe crossing,3,37.817770527162665,-122.542529938782,Broadway,,499.57,D09
MR219790,2025-05-04T00:05:11Z,,br0ken traffic light,2,37.732752455905896,-122.356289294368,Maple Dr,app,969.94,D08
MR219791,2024-08-18T18:21:54Z,2024-08-26T00:44:26Z,broken traffic light,3,37.68070142261215,-122.51132165498,Market St,web,1797.09,D01
MR219792,2024-11-18T01:50:41Z,11/30/2024 11:14:51,bus stop damage,3,37.759225125824514,-122.407814456282,Maple Dr,phone,946.81,D07
MR219793,2025-03-31T11:46:56Z,2025-04-08T20:31:36Z,blocked lane,2,-122.377480213842,37.694604483457525,Harbor Ave,app,1788.49,D11
MR219794,2024-02-21T15:03:09Z,13-03-2024 17:27,broken traffic light,4,37.719,-122.50932,Grant St,web,2140.42,D01
MR219795,2024-07-04T05:30:08Z,2024-07-05T20:16:16Z,pothole near crossing,5,37.68435460868429,-122.451165848085,River Rd,web,727.47,D02
MR219796,2025-03-29T09:27:52Z,2025-04-15T21:48:34Z,broken traffic light,4,37.745825009253984,-122.437683243464,Union Blvd,,"~3,644",D07
MR219797,05/03/2025 17:03:00,2025-05-11T01:14:36Z,missing sign,3,37.705,-122.446,Harbor Ave,,183.8,D03
MR219798,2024-10-06T22:34:27Z,2024-10-10T15:05:07Z,missing sign,2,37.75430328902162,-122.399929150182,Maple Dr,app,159.89,D08
MR219799,2025-05-27T10:52:03Z,,unsafe crossing,1,37.76117187994587,-122.424870687574,Union Blvd,phone,814.27,D07
MR219800,2024-05-18T11:19:40Z,2024-05-25T18:01:58Z,blocked lane,3,37.70350931524595,-122.44341091184,Market St,app,1058.68,D03
MR219801,2025-04-02T11:56:17Z,2025-04-07T10:35:29Z,pothole near crossing,3,37.730984454453655,-122.390938723451,Hillcrest Ave,app,336.51,D04
MR219802,2024-11-01T19:01:41Z,2024-12-02T02:36:32Z,BUS STOP DAMAGE,5,37.82454367019406,-122.410987866517,Maple Dr,app,~480,D11
MR219803,06/26/2024 16:27:47,2024-06-28T13:55:25Z,missing sign,2,37.76163033532038,-122.518111121474,Market St,web,313.16,D05
MR219804,2025-10-08T20:50:43Z,2025-10-28T08:24:01Z,broken traffic light,5,37.725514005234864,-122.443271280757,Pine Ave,app,2814.47,
MR219805,2024-09-29T10:10:30Z,2024-10-02T07:35:07Z,Sidewalk Obstruction,5,37.758143102551394,-122.418961702861,Union Blvd,phone,584.9,D07
MR219806,12/03/2025 00:04:00,12/17/2025 08:33:00,blocked lane,2,37.76347646964777,-122.526230889005,Maple Dr,app,803.45,D05
MR219807,02/26/2024 05:50:00,2024-02-29T11:01:22Z,blocked lane,4,37.76018468557829,-122.394996582764,Pine Ave,app,992.9,D08
MR219808,2025-10-15T13:06:04Z,2025-10-18T11:39:49Z,sidewalk obstruction,med,37.699439279094406,-122.369215276575,Transit Way,web,552 USD,D01
MR219809,03/01/2025 13:31:00,2025-03-18T11:33:26Z,blocked lane,4,37.75291,-122.41633,Market St,app,1434.39,D07
MR219810,2024-05-09T06:45:42Z,,MISSING SIGN,1,37.71554114404706,-122.493249851565,,app,349.53,D02
MR219811,2025-03-13T22:37:03Z,2025-03-18T15:00:07Z,blocked lane,3,37.71114193855891,-122.392896136884,Market St,app,864.25,D04
MR219812,2024-07-26T06:56:47Z,2024-07-30T23:54:34Z,BLOCKED LANE,5,37.79931073020638,-122.427946102617,Maple Dr,web,USD 1919.55,D11
MR219813,"May 11, 2025 11:53AM",05/22/2025,broken traffic light,4,37.76424009318901,-122.374048088008,Market St,App,1504.31,D08
MR219814,30-10-2024 22:56,,unsafe crossing,4,37.7533,-122.5111,Cedar Rd,,1622.09,D05
MR218571,18-08-2024 06:51,2024-08-24T09:58:44Z,pothole near crossing,5,37.7533661283369,-122.418656254987,Hillcrest Ave,app,818.77,D03
MR219816,10/25/2025 19:56:31,,sidewalk obstruction,2,37.754114479756275,,Transit Way,phone,244.23,D06
MR219817,2025-04-26T17:03:00Z,,unsafe crossing,2,37.74976634545516,,Union Blvd,web,3109.43,D06
MR219818,2024-10-01T20:38:52Z,2024-11-12T09:56:10Z,BROKEN TRAFFIC LIGHT,5,37.77,-122.48,Maple Dr,web,2030.9,D06
MR219819,2025-02-18T17:30:48Z,2025-02-22T19:42:52Z,missing sign,1,37.78862602360198,-122.372761058052,Harbor Ave,email,316.53,D12
MR219820,"Oct 22, 2025 11:47AM",2025-11-14T16:18:32Z,unsafe crossing,3,37.69722,-122.4465,Transit Way,phone,"~2,337",D03
MR219821,2024-07-16T14:42:40Z,07/17/2024,blocked lane,2,37.807,-122.482,Cedar Rd,app,854.06,D11
MR219822,23-12-2025 22:12,2025-12-28T09:19:21Z,bus stop damage,1,37.72,-122.39,,app,684.46,D04
MR219823,"Feb 07, 2024 09:35AM",2024-02-08T09:49:59Z,sidewalk obstruction,1,,-122.547096337666,Elm St,phone,248.05,D06
MR219824,32/32/2025 99:99,,pothole near crossing,5,37.70524088336268,-122.510927172844,Grant St,phone,1037.75,D01
MR219825,2024-08-05T15:48:10Z,,blocked lane,4,37.7567,-122.3544,River Rd,phone,1848.27,D08
MR219826,2025-12-17T02:53:37Z,2025-12-29T00:13:17Z,blocked lane,4,37.8128,-122.40138,Elm St,,1138.45,D11
MR219827,2024-10-13T10:15:40Z,,bus stop damage,3,37.794970469239416,-122.523093319826,,web,961.26,D09
MR219828,11/05/2024 15:01:00,05/15/2024 04:53:00,unsafe crossing,4,37.77063568915027,-122.416359669403,Grant St,App,647.15,D07
MR219829,01/28/2024 01:52:56,02/08/2024 16:21:00,pothole near crossing,M-L,37.8278943629666,-122.46989826594,Elm St,app,329.79,D10
MR219830,28-07-2024 00:32,2024-08-06T12:41:10Z,pothole near crossing,4,37.7822987505551,-122.527615635074,Hillcrest Ave,phone,537.48,D05
MR219831,"Sep 17, 2025 06:27PM",,BLOCKED LANE,3,37.7439,-122.4492,Grant St,app,3017.6,D06
MR210776,2024-11-18T13:39:01Z,24-11-2024 06:35,unsafe crossing,4,37.76484714139529,-122.378671353376,Cedar Rd,web,843.45,D08
MR219833,2025-07-16T06:03:39Z,2025-07-18T07:01:42Z,unsafe crossing,3,37.79395158693714,-122.466519780811,Hillcrest Ave,web,1027.75,D10
MR219834,"Oct 09, 2024 10:33PM",2024-10-16T00:55:50Z,pothole near crossing,5,37.80210911275925,-122.420238446969,Cedar Rd,phone,579.62,D11
MR219835,"Aug 12, 2025 07:39AM",,Unsafe Crossing,3,37.71913838792584,-122.375947523775,Market St,app,USD 708.61,D04
MR219836,2025-12-27T00:24:53Z,2026-01-01T03:11:27Z,blocked lane,4,37.75362679333459,-122.509038866345,Market St,web,1246.76,D05
MR219837,"Feb 23, 2024 10:09AM",03/03/2024,broken traffic light,2,37.69344702810823,-122.519938379798,Cedar Rd,web,1859.32,D09
MR219838,10/21/2025 15:14:00,,unsafe crossing,2,37.81901083262314,-122.535494045402,Union Blvd,app,"1,781 USD",D09
MR219839,2024-08-21T00:17:16Z,2024-08-27T10:52:09Z,bus stop damage,3,37.7584,-122.40432,,phone,1123.64,D07
MR219840,07/13/2024,2024-07-18T05:58:45Z,blocked lane,4,37.698,-122.4916,Transit Way,app,1122.74,D02
MR219841,09/24/2025,,broken traffic light,,37.772,-122.382,Maple Dr,web,2329.28,D01
MR219842,2025-06-08T09:13:06Z,2025-07-02T13:28:30Z,broken traffic light,4,37.79115424975467,-122.357059491993,Elm St,app,2090.45,D04
MR219843,08/02/2025,2025-08-06T22:08:08Z,sidewalk obstruction,2,37.74451,-122.387,Hillcrest Ave,app,422.13,D08
MR219844,2024-05-12T07:34:19Z,2024-05-26T10:19:15Z,br0ken traffic light,5,37.81979155487321,-122.523244739205,Pine Ave,web,1838.52,D09
MR219845,"Mar 23, 2024 11:38AM",2024-03-29T09:27:30Z,pothole near crossing,3,,-122.423701402757,Harbor Ave,App,556.48,D07
MR219846,08/09/2025 08:26:30,,sidewalk obstruction,2,37.73879905824458,-122.387113972045,Cedar Rd,app,USD 648.95,D08
MR212178,2024-01-15T02:18:40Z,,missing sign,5,37.82730225877666,-122.550111016999,Harbor Ave,app,401.73,D09
MR219848,06/28/2025 10:22:09,,unsafe crossing,4,37.838751731124376,-122.37602364756,Grant St,app,1834.3,D12
MR219849,2025-10-06T09:52:54Z,"Oct 11, 2025 02:53AM",blocked lane,2,37.70396766774386,-122.446481563017,Cedar Rd,web,1278,D03
MR219850,2025-05-28T22:11:56Z,2025-06-24T14:56:17Z,unsafe crossing,3,37.760924420874034,-122.531068464813,Hillcrest Ave,phone,928.26,D03
MR219851,32/32/2025 99:99,2025-02-06T01:36:08Z,blocked lane,,,-122.364815340694,Broadway,email,515.35,D04
MR219852,04/28/2025 05:07:02,05/03/2025 08:41:00,sidewalk obstruction,5,37.759734922236284,-122.501611487982,Broadway,mobile app,495.18,D06
MR219853,2025-04-01T20:07:30Z,,blocked lane,4,37.76219209215826,-122.405275506796,Pine Ave,app,1502.14,D07
MR219854,08/08/2024 04:18:00,08/17/2024 01:34:30,sidewalk obstruction,3,37.70585195046224,-122.503611487982,River Rd,web,370.2,D02
MR219855,2024-02-24T14:57:30Z,2024-03-02T06:18:30Z,unsafe crossing,4,37.75584725297342,-122.424897809591,Pine Ave,app,"~1,501",D07
MR219856,11/10/2024 20:23:00,"Nov 16, 2024 08:33AM",Broken Traffic Light,4,37.81964223749108,-122.470720494569,Union Blvd,app,899.39,D10
MR219857,2025-05-14T17:50:47Z,2025-05-21T20:00:36Z,broken traffic light,5,37.7074,-122.4003,Union Blvd,web,"~2,132",
MR219858,09/07/2025 08:47:00,09/16/2025 14:16:00,unsafe crossing,URGENT,37.76376398703848,-122.41995965203,Maple Dr,email,USD 1623.19,D07
MR219859,07/21/2024,,blocked lane,4,37.760122614630625,-122.407289416026,Broadway,phone,1279.51,
MR219860,"May 03, 2024 05:56AM",17-05-2024 23:28,bus stop damage,5,37.81194363856914,,Broadway,email,"1,369 USD",D10
MR219861,11/03/2024 20:23:00,2024-03-23T19:00:15Z,bus stop damage,3,37.758,-122.52995,Harbor Ave,web,924.08,D05
MR219062,2024-12-28T13:09:20Z,2024-12-31T17:23:20Z,blocked lane,4,37.83461443650973,-122.489827931233,Hillcrest Ave,app,1833.35,D10
MR219863,02/01/2025 10:56:00,2025-01-30T02:33:51Z,broken traffic light,5,37.81264146369346,-122.434611376812,Transit Way,phone,1626.71,D11
MR219864,2025-03-15T07:35:16Z,2025-03-18T09:49:10Z,sidewalk obstruction,1,37.79079973729662,-122.35335095811,Cedar Rd,phone,220.98,D12
MR219865,2025-09-13T16:26:45Z,2025-09-24T13:19:52Z,blockd lane,2,37.71408735752876,-122.503611487982,Transit Way,phone,1189.92,D01
MR219866,04/05/2024,,blocked lane,4,37.69816629074947,-122.361068623625,Maple Dr,app,3527.86,D04
MR219867,"Nov 26, 2024 03:02AM",11/27/2024 23:18:00,pothole near crossing,5,37.72133953237901,-122.478141396949,River Rd, call center ,596,D03
MR219868,01/22/2025,2025-01-26T00:41:39Z,missing sign,3,37.763336269240476,-122.384541105054,Elm St,web,220.83,D08
MR219869,2025-04-04T19:02:08Z,"Apr 09, 2025 05:08AM",side walk obstruction,3,37.81389604549883,-122.423997433556,Transit Way,web,518.58,D11
MR219870,03/02/2024 16:01:00,"Feb 22, 2024 11:09AM",bus stop damage,med,37.78460104992421,-122.53449736198,Elm St,web,793.69,D05
MR219871,2024-09-07T03:28:35Z,"Sep 09, 2024 05:20AM",blocked lane,4,37.821489624889736,-122.540715434577,Maple Dr,phone,2055.16,D09
MR219872,2024-10-24T23:05:14Z,,sidewalk obstruction,1,37.69990186329739,-122.385305628595,Maple Dr,app,345.19,D04
MR219873,"Dec 12, 2025 08:29PM",2025-12-14T16:28:56Z,sidewalk obstruction,4,37.81491855235178,-122.550111016999,Elm St,web,243.31,D09
MR219874,2025-07-13T02:45:11Z,2025-07-19T14:03:48Z,bus stop damage,2,37.81027168672709,-122.430357752013,Hillcrest Ave,phone,358.89,D11
MR219875,2024-11-23T06:57:50Z,29-11-2024 05:25,missing sign,4,,-122.419074,Grant St,web,510.2,D03
MR219876,2025-11-04T03:29:09Z,17-11-2025 15:17,unsafe crossing,3,37.82388731739147,-122.470633922618,Broadway,app,~718,D10
MR219877,10/29/2025 02:59:00,31-10-2025 16:21,pothole near crossing,3,37.694617,-122.37,Hillcrest Ave,phone,451 USD,D04
MR219878,10/28/2024,2024-12-04T15:13:12Z,br0ken traffic light,5,37.76248460753857,-122.460826749612,Pine Ave,PHONE,2247.91,D06
MR219879,2024-02-16T22:24:01Z,2024-02-24T08:21:46Z,sidewalk obstruction,3,37.831140884187555,-122.490284570629,Transit Way,app,227 USD,D10
MR219880,2024-04-15T22:29:21Z,,Missing Sign,4,37.76991073976756,-122.532955857283,Elm St,phone,515.57,D05
MR219881,2024-08-11T00:39:19Z,2024-09-03T09:24:25Z,pothole near crossing,4,38.84753085458519,-121.778097125768,Grant St,phone,~854,D11
MR219882,10/25/2025 02:58:15,11/14/2025,pothole near crossing,3,37.77416644662774,-122.501611487982,Elm St,,287.56,D03
MR219883,2024-06-26T14:26:49Z,06/30/2024,missing sign,2,37.818,-122.487,Harbor Ave,web,337.99,D06
MR219884,2024-07-18T03:18:48Z,07/28/2024,sidewalk obstruction,3,38.31662138653634,-121.643956367252,Grant St,phone,230.17,D05
MR219885,2024-07-18T23:09:04Z,2024-07-30T02:05:48Z,blocked lane,4,37.76591,-122.4866,Cedar Rd,app,1564.09,D06
MR219886,2025-09-08T21:11:05Z,2025-09-28T07:56:27Z,bus stop damage,4,37.80370923752725,-122.401746934951,Broadway,web,661.68,D05
MR219887,10/10/2024 01:50:00,,broken traffic light,3,37.75793505782722,-122.387923629706,Broadway,phone,"~2,535",D08
MR219888,2025-12-16T15:46:55Z,12/20/2025 01:08:00,unsafe crossing,3,37.71493,-122.3874,Transit Way,app,1229.4,D04
MR219889,31-03-2024 02:46,04/02/2024 07:08:34,missing sign,3,38.21856591128923,-121.800286521175,Pine Ave,web,~306,D04
MR219890,2024-09-13T05:11:48Z,09/26/2024,bus stop damage,3,37.80749643874571,-122.450416644766,Elm St,app,851.6,D11
MR219891,12/14/2024,12/27/2024 14:33:22,broken traffic light,3,37.70132809009022,-122.477696728568,Hillcrest Ave,phone,"~1,461",D02
MR219892,2024-08-15T12:00:20Z,2024-08-18T16:54:36Z,sidewalk obstruction,,37.82156101485741,-122.498554325525,Elm St,app,384.95,D09
MR219893,2024-01-16T02:10:46Z,2024-01-18T14:07:50Z,blocked lane,,37.71471783323578,-122.388078574798,Elm St,web,1291.97,D03
MR219894,2024-12-08T12:22:46Z,,pothole near crossing,2,37.80945573549345,-122.443880415514,Union Blvd,email,291.37,D11
MR219895,2024-11-18T06:18:09Z,11/21/2024 04:37:31,missing sign,2,37.812492086236276,-122.488298801664,Maple Dr,app,314.85,D10
MR219896,10/16/2025 17:52:00,2025-10-18T16:05:46Z,missing sign,3,37.76265609866885,-122.42863267778,Elm St,email,587.45,D07
MR219897,2024-01-05T05:43:42Z,,blocked lane,4,37.74730186872091,-122.380038694524,Hillcrest Ave,web,1384.08,D08
MR219898,2024-09-18T22:04:48Z,,blocked lane,5,37.76531932425706,-122.436062255185,Transit Way,web,1963.77,D07
MR219899,"Jul 24, 2025 10:08AM",2025-07-31T00:59:00Z,Pothole Near Crossing,3,37.7447337031021,-122.533004535091,Pine Ave,app,334.47,D05
MR219900,2024-10-28T05:15:54Z,2024-11-01T18:45:08Z,missing signage,2,37.69264249634832,-122.360540484429,Cedar Rd,app,190.4,D04
MR219901,2025-12-25T14:00:41Z,,broken traffic light,5,38.25423936255354,-121.389172318279,Transit Way,app,2603,D06
MR219902,2025-03-07T19:59:04Z,03/14/2025 02:21:06,UNSAFE CROSSING,,,-122.548508,,phone,1309.5,D05
MR219903,20-01-2025 03:37,2025-01-24T03:42:49Z,Blocked Lane,4,,-122.422406104834,River Rd,phone,1998.74,D07
MR219904,2025-10-27T08:16:13Z,,UNSAFE CROSSING,4,37.69484776018348,-122.489002004111,Broadway,email,"~1,836",D02
MR219905,06/03/2025 04:33:00,,,4,37.73068348990229,-122.384928940084,Pine Ave,,1391.08,D04
MR219906,07/04/2024,2024-07-08T17:23:40Z,missing sign,2,37.75537179792747,-122.50473194023,Maple Dr,phone,280.5,D05
MR219907,2025-08-01T16:56:33Z,2025-08-04T21:57:10Z,missing sign,3,37.78334,-122.38872,Cedar Rd,app,578.74,D08
MR219908,03/12/2025 08:25:39,,blocked lane,5,37.76032200831482,-122.41307412422,Transit Way,web,1445.77,D07
MR219909,2025-02-03T19:23:13Z,29-03-2025 00:20,,3,37.8049872947793,-122.407961048019,Pine Ave,email,~873,D11
MR219910,2024-03-26T18:01:14Z,,bus stop damage,,37.773804484764796,-122.372934860007,Cedar Rd,app,1180.49,D08
MR219911,2025-11-04T00:31:53Z,,blockd lane,Medium,37.747188268224434,-122.52896333199,Union Blvd,app,1923.44,D09
MR219912,09/18/2024,10/02/2024,unsafe crossing,3,37.80897541086732,-122.450535296819,Transit Way,PHONE,895.5,D10
MR219913,2025-05-08T12:07:09Z,2025-05-17T17:03:40Z,blocked lane,5,37.765371,-122.438,Maple Dr,phone,1547.22,D07
MR219914,2025-02-25T16:18:32Z,2025-02-27T02:58:08Z,sidewalk obstruction,3,37.81030891376487,-122.430447147201,Maple Dr,app,287.87,D11
MR219915,2024-02-20T22:03:48Z,"Feb 25, 2024 09:49PM",pothole near crossing,2,37.82361396444868,-122.368506910924,Broadway,app,454.09,D04
MR219916,"Sep 14, 2024 07:44AM",,broken traffic light,4,37.71304173701623,-122.44190931204,Transit Way,app,2219.65,
MR219917,2024-01-06T06:50:18Z,,blocked lane,1,37.71821831561469,-122.393506159082,Hillcrest Ave,phone,953.62,D04
MR219918,2024-04-22T00:58:21Z,28-04-2024 09:33,unsafe crossing,3,37.770660542074395,-122.488623773714,Market St,web,791.37,D06
MR219919,2024-12-09T03:03:17Z,2024-12-14T18:23:41Z,pot hole near crossing,M-L,37.7432,-122.4165,Transit Way,email,479.64,D07
MR219920,2025-01-18T05:53:01Z,2025-01-28T20:44:52Z,missing sign,2,37.83083915722081,-122.361800504824,Harbor Ave,app,406.44,D02
MR219921,2024-05-25T20:51:16Z,2024-05-26T17:31:52Z,pothole near crossing,4,37.76245866553612,-122.428500248375,Hillcrest Ave,app,573.5,D07
MR219922,2024-05-19T17:24:06Z,2024-05-21T21:03:37Z,sidewalk obstruction,3,-122.415913613414,37.70741156162933,Harbor Ave,app,465.87,D03
MR219923,2024-08-13T17:01:54Z,26-08-2024 19:27,,3,37.813,-122.45042,Market St,app,388 USD,D11
MR219924,2025-07-31T05:50:47Z,08/13/2025 09:43:54,blocked lane,,-122.496061693728,37.74014987705224,Maple Dr,web,1323.09,D06
MR219925,"Nov 02, 2024 12:18AM",2024-11-06T19:11:33Z,missing sign,2,37.75188416219628,-122.425802729211,Cedar Rd,app,171.2,D07
MR219926,16-12-2025 19:44,2025-12-24T06:26:33Z,unsafe crossing,3,37.75200848137586,-122.543662090933,Union Blvd,phone,1103.29,D05
MR219927,06/09/2024,06/17/2024 10:38:00,unsafe crossing,5,37.77679298623462,-122.486810855509,Harbor Ave,phone,1899.49,D06
MR219928,2024-06-18T18:25:30Z,2024-06-28T14:21:59Z,pothole near crossing,4,37.74178659034218,-122.361177990172,Broadway,app,397.96,D07
MR219929,05/04/2025 10:22:00,,missing sign,3,37.819838,,Pine Ave,phone,232.83,D12
MR219930,2024-03-03T07:41:57Z,"Mar 13, 2024 02:57AM",unsafe crossing,4,37.77234788443897,-122.466752091554,Hillcrest Ave,,1496.2,D06
MR219931,2024-07-07T17:20:33Z,,blocked lane, H ,37.72514776539436,-122.402169610292,Hillcrest Ave,phone,1312.41,D03
MR219932,07/17/2025,07/21/2025 11:51:00,missing sign,5,37.712059,-122.444574,Union Blvd,web,392.77,D02
MR219933,2025-04-13T05:36:57Z,2025-04-17T16:00:41Z,sidewalk obstruction,3,37.81335698689381,-122.442302050794,Elm St,phone,326.26,D11
MR219934,12/02/2024 04:38:55,05/12/2024 08:40:00,pothole near crossing,3,37.697,-122.403925,Maple Dr,app,503.66,D03
MR219935,2025-06-27T19:11:18Z,,bus stop damage,3,37.70122932557021,-122.358731919199,Broadway,app,1123.24,D04
MR219936,2025-03-31T19:42:01Z,2025-04-11T20:30:50Z,broken traffic light,4,37.69833550661239,-122.446481563017,Broadway,app,1878.54,D02
MR219937,2024-10-04T06:16:08Z,,pothole near crossing,2,37.8282,-122.415,Hillcrest Ave,web,355.92,D11
MR219938,17-02-2024 10:51,2024-02-20T12:29:44Z,missing sign,3,37.689805,-122.37426,Cedar Rd,app,187.85,D04
MR219939,01/16/2025,2025-02-04T00:45:42Z,broken traffic light,4,37.717433501683175,-122.528539443506,Grant St,phone,"~1,718",D01
MR219940,2024-03-01T05:54:03Z,2024-03-10T02:38:01Z,sidewalk obstruction,3,37.74987712784432,-122.492938517003,,web,517 USD,D06
MR219941,2024-05-12T05:12:24Z,,sidewalk obstruction,3,,-122.442135505915,River Rd,app,285.4,
MR219942,2024-04-17T09:51:35Z,2024-04-23T07:32:46Z,pothole near crossing,,37.7643110835276,-122.426404801163,Hillcrest Ave,app,550.55,D07
MR219943,21-12-2024 01:57,2024-12-29T10:19:14Z,blocked lane,3,37.68777,-122.488,Market St,app,1545.6,D02
MR219944,24-04-2024 10:14,05/04/2024 21:52:00,bus stop damage,3,37.83,-122.541,Hillcrest Ave,web,938.96,D09
MR219945,01/03/2024 16:58:32,2024-01-07T22:32:56Z,unsafe crossing,3,37.77549,-122.5016,Elm St,phone,~566,D06
MR219946,09/04/2025,,missing sign,3,37.79909131032268,-122.430939558403,Cedar Rd,phone,262.05,D11
MR219947,2024-05-11T17:17:35Z,2024-05-20T18:55:58Z,pothole near crossing,4,37.81003323307368,-122.47936282469,Grant St,web,575.01,D10
MR219948,2025-04-21T10:11:34Z,,unsafe crossing,2,37.71565,-122.381,Union Blvd,,~854,
MR219949,08/12/2024 16:54:50,09/05/2024 23:37:00,busstop damage,3,37.7492355606011,-122.436044367806,Market St,app,921.69,D07
MR219950,2024-04-05T17:38:01Z,2024-04-14T04:54:28Z,unsafe crossing,3,37.81448,-122.46663,Transit Way,web,1006.89,D10
MR219951,04/19/2025 13:30:00,,unsafe crossing,Medium,37.81071285935702,-122.405243498287,Pine Ave,app,1011.57,D02
